argument,participant,premise_1,premise_2,conclusion,rating,condition,edge_qn,conflict_qn
62,2,has wings,has sharp teeth,lives in water,4,both_premises,0,0
63,2,has wings,has sharp teeth,is green,4,both_premises,0,0
64,2,has wings,has sharp teeth,has gills,2,both_premises,0,0
65,2,has wings,has sharp teeth,has two legs,4,both_premises,0,0
66,2,has wings,has sharp teeth,is a predator,6,both_premises,1,0
67,2,has wings,has sharp teeth,is pink,4,both_premises,0,0
68,2,has wings,has sharp teeth,makes a web,3,both_premises,0,0
69,2,has wings,has sharp teeth,is strong,5,both_premises,0,0
70,2,has wings,has sharp teeth,climbs well,4,both_premises,0,0
71,2,has four legs,has feathers,can fly,4,both_premises,0,1
72,2,has four legs,has feathers,has wings,4,both_premises,0,1
73,2,has four legs,has feathers,has scales,1,both_premises,1,0
74,2,has four legs,has feathers,has a beak,1,both_premises,0,1
75,2,has four legs,has feathers,has two legs,1,both_premises,1,1
76,2,has four legs,has feathers,has six legs,1,both_premises,1,0
77,2,has four legs,has feathers,can be ridden,4,both_premises,1,0
78,2,has four legs,has feathers,has fur,1,both_premises,1,0
79,2,has four legs,has feathers,has no legs,1,both_premises,1,0
80,2,has four legs,has feathers,is pink,4,both_premises,0,0
81,2,makes a web,lives in water,lives in the sea,6,both_premises,1,0
82,2,makes a web,lives in water,can swim,7,both_premises,1,1
83,2,makes a web,lives in water,eats fish,6,both_premises,1,0
84,2,makes a web,lives in water,lives in the woods,1,both_premises,1,0
85,2,makes a web,lives in water,has gills,6,both_premises,1,0
86,2,makes a web,lives in water,eats grass,2,both_premises,1,0
87,2,makes a web,lives in water,sucks blood,4,both_premises,0,1
88,2,makes a web,lives in water,eats grain,1,both_premises,1,0
89,2,makes a web,lives in water,eats nuts,2,both_premises,1,0
90,2,makes a web,lives in water,eats berries,3,both_premises,1,0
91,2,has feathers,crawls,has scales,1,both_premises,1,0
92,2,has feathers,crawls,has a beak,4,both_premises,0,1
93,2,has feathers,crawls,has two legs,5,both_premises,1,1
94,2,has feathers,crawls,has six legs,5,both_premises,1,0
95,2,has feathers,crawls,has fur,1,both_premises,1,0
96,2,has feathers,crawls,has no legs,1,both_premises,1,0
97,2,has feathers,crawls,lives under the ground,4,both_premises,0,0
98,2,has feathers,crawls,makes a web,4,both_premises,0,0
99,2,has feathers,crawls,eats nuts,4,both_premises,0,1
100,2,has feathers,crawls,eats berries,4,both_premises,0,1
101,2,has a hump,makes a web,lays eggs,4,both_premises,0,1
102,2,has a hump,makes a web,has four legs,4,both_premises,0,1
103,2,has a hump,makes a web,is grey,4,both_premises,0,1
104,2,has a hump,makes a web,is black,4,both_premises,0,1
105,2,has a hump,makes a web,lives in the woods,5,both_premises,0,1
106,2,has a hump,makes a web,stings,4,both_premises,0,1
107,2,has a hump,makes a web,has feelers,4,both_premises,0,1
108,2,has a hump,makes a web,eats grass,3,both_premises,0,1
109,2,has a hump,makes a web,is heavy,4,both_premises,0,1
110,2,has a hump,makes a web,can be ridden,4,both_premises,0,1
111,2,is red,has a trunk,can fly,4,both_premises,0,1
112,2,is red,has a trunk,lays eggs,4,both_premises,0,1
113,2,is red,has a trunk,has wings,4,both_premises,0,1
114,2,is red,has a trunk,has four legs,4,both_premises,0,1
115,2,is red,has a trunk,is grey,4,both_premises,0,1
116,2,is red,has a trunk,has sharp teeth,4,both_premises,0,1
117,2,is red,has a trunk,eats grass,4,both_premises,0,1
118,2,is red,has a trunk,is heavy,4,both_premises,0,1
119,2,is red,has a trunk,can be ridden,4,both_premises,0,1
120,2,is red,has a trunk,is strong,4,both_premises,0,1
121,2,sings,has gills,can fly,2,both_premises,0,1
122,2,sings,has gills,has wings,1,both_premises,0,1
123,2,sings,has gills,lives in water,7,both_premises,1,0
124,2,sings,has gills,has feathers,4,both_premises,0,1
125,2,sings,has gills,lives in the sea,7,both_premises,1,0
126,2,sings,has gills,can swim,7,both_premises,0,1
127,2,sings,has gills,has two legs,3,both_premises,0,1
128,2,sings,has gills,lives in trees,1,both_premises,0,1
129,2,sings,has gills,is cold-blooded,6,both_premises,0,1
130,2,sings,has gills,eats nuts,1,both_premises,0,1
131,2,has wings,has a trunk,can fly,6,both_premises,1,1
132,2,has wings,has a trunk,lays eggs,4,both_premises,0,1
133,2,has wings,has a trunk,has four legs,4,both_premises,0,1
134,2,has wings,has a trunk,has sharp teeth,4,both_premises,0,1
135,2,has wings,has a trunk,crawls,4,both_premises,0,0
136,2,has wings,has a trunk,has a long neck,3,both_premises,0,0
137,2,has wings,has a trunk,eats grass,4,both_premises,0,1
138,2,has wings,has a trunk,can be ridden,3,both_premises,0,1
139,2,has wings,has a trunk,has fur,4,both_premises,0,1
140,2,has wings,has a trunk,eats berries,4,both_premises,0,0
141,2,has feathers,has no legs,can fly,4,both_premises,0,1
142,2,has feathers,has no legs,has wings,4,both_premises,0,1
143,2,has feathers,has no legs,has four legs,1,both_premises,1,0
144,2,has feathers,has no legs,has a beak,4,both_premises,0,1
145,2,has feathers,has no legs,has two legs,1,both_premises,1,1
146,2,has feathers,has no legs,has six legs,1,both_premises,1,0
147,2,has feathers,has no legs,has fur,1,both_premises,1,0
148,2,has feathers,has no legs,is cold-blooded,4,both_premises,0,1
149,2,has feathers,has no legs,eats nuts,4,both_premises,0,1
150,2,has feathers,has no legs,eats berries,4,both_premises,0,1
151,2,has scales,has a beak,can fly,4,both_premises,0,1
152,2,has scales,has a beak,has wings,4,both_premises,0,1
153,2,has scales,has a beak,has feathers,1,both_premises,1,1
154,2,has scales,has a beak,has two legs,4,both_premises,0,1
155,2,has scales,has a beak,stinks,4,both_premises,0,0
156,2,has scales,has a beak,sucks blood,4,both_premises,0,0
157,2,has scales,has a beak,has fur,1,both_premises,1,0
158,2,has scales,has a beak,is cold-blooded,4,both_premises,0,1
159,2,has scales,has a beak,eats nuts,4,both_premises,0,1
160,2,has scales,has a beak,eats berries,4,both_premises,0,1
161,2,stings,has feathers,has scales,1,both_premises,1,0
162,2,stings,has feathers,has a beak,4,both_premises,0,1
163,2,stings,has feathers,has two legs,4,both_premises,0,1
164,2,stings,has feathers,has sharp teeth,4,both_premises,0,0
165,2,stings,has feathers,crawls,4,both_premises,0,1
166,2,stings,has feathers,stinks,4,both_premises,0,0
167,2,stings,has feathers,has feelers,4,both_premises,0,1
168,2,stings,has feathers,has fur,1,both_premises,1,0
169,2,stings,has feathers,eats nuts,4,both_premises,0,1
170,2,stings,has feathers,eats berries,4,both_premises,0,1
171,2,has a beak,has fur,can fly,4,both_premises,0,1
172,2,has a beak,has fur,lays eggs,4,both_premises,0,1
173,2,has a beak,has fur,has wings,4,both_premises,0,1
174,2,has a beak,has fur,has four legs,4,both_premises,0,1
175,2,has a beak,has fur,has feathers,1,both_premises,1,1
176,2,has a beak,has fur,has scales,1,both_premises,1,0
177,2,has a beak,has fur,has two legs,4,both_premises,0,1
178,2,has a beak,has fur,stinks,4,both_premises,0,0
179,2,has a beak,has fur,sucks blood,4,both_premises,0,0
180,2,has a beak,has fur,has a mane,5,both_premises,1,0
181,2,can be ridden,has six legs,has four legs,1,both_premises,1,0
182,2,can be ridden,has six legs,lives in the woods,4,both_premises,0,1
183,2,can be ridden,has six legs,has two legs,1,both_premises,1,0
184,2,can be ridden,has six legs,crawls,4,both_premises,1,0
185,2,can be ridden,has six legs,stinks,4,both_premises,0,1
186,2,can be ridden,has six legs,has feelers,5,both_premises,0,1
187,2,can be ridden,has six legs,eats grass,6,both_premises,0,1
188,2,can be ridden,has six legs,is heavy,6,both_premises,0,1
189,2,can be ridden,has six legs,has no legs,1,both_premises,1,0
190,2,can be ridden,has six legs,is strong,7,both_premises,1,1
191,2,has gills,has feelers,can fly,3,both_premises,0,0
192,2,has gills,has feelers,lives in water,7,both_premises,1,1
193,2,has gills,has feelers,lives in the sea,6,both_premises,1,0
194,2,has gills,has feelers,can swim,6,both_premises,0,1
195,2,has gills,has feelers,eats fish,6,both_premises,0,1
196,2,has gills,has feelers,has six legs,4,both_premises,0,0
197,2,has gills,has feelers,stinks,4,both_premises,0,1
198,2,has gills,has feelers,is cold-blooded,5,both_premises,0,1
199,2,has gills,has feelers,climbs well,3,both_premises,0,0
200,2,has gills,has feelers,eats nuts,3,both_premises,0,0
201,2,lives in the sea,has a mane,lives in water,7,both_premises,1,1
202,2,lives in the sea,has a mane,can swim,7,both_premises,1,0
203,2,lives in the sea,has a mane,eats fish,6,both_premises,1,1
204,2,lives in the sea,has a mane,eats grass,1,both_premises,1,0
205,2,lives in the sea,has a mane,sings,1,both_premises,1,0
206,2,lives in the sea,has a mane,lives in the desert,1,both_premises,1,0
207,2,lives in the sea,has a mane,has fur,7,both_premises,1,1
208,2,lives in the sea,has a mane,eats grain,1,both_premises,1,0
209,2,lives in the sea,has a mane,makes an irritating sound,4,both_premises,1,0
210,2,lives in the sea,has a mane,sees in the dark,4,both_premises,0,1
211,2,has no legs,can fly,has wings,7,both_premises,1,1
212,2,has no legs,can fly,has four legs,1,both_premises,1,0
213,2,has no legs,can fly,can swim,3,both_premises,0,1
214,2,has no legs,can fly,has two legs,5,both_premises,1,0
215,2,has no legs,can fly,has six legs,1,both_premises,1,0
216,2,has no legs,can fly,crawls,2,both_premises,1,0
217,2,has no legs,can fly,lives in trees,5,both_premises,1,0
218,2,has no legs,can fly,can jump far,1,both_premises,1,0
219,2,has no legs,can fly,has a hump,4,both_premises,0,0
220,2,has no legs,can fly,is cold-blooded,5,both_premises,0,1
221,2,eats fish,has six legs,can fly,4,both_premises,0,0
222,2,eats fish,has six legs,lives in water,5,both_premises,1,0
223,2,eats fish,has six legs,has four legs,1,both_premises,1,0
224,2,eats fish,has six legs,is grey,4,both_premises,0,0
225,2,eats fish,has six legs,lives in the sea,4,both_premises,1,0
226,2,eats fish,has six legs,has two legs,1,both_premises,1,0
227,2,eats fish,has six legs,crawls,4,both_premises,1,0
228,2,eats fish,has six legs,has feelers,4,both_premises,0,1
229,2,eats fish,has six legs,lives in the desert,1,both_premises,1,0
230,2,eats fish,has six legs,has no legs,1,both_premises,1,0
231,2,has scales,has two legs,can fly,4,both_premises,0,1
232,2,has scales,has two legs,has wings,4,both_premises,0,1
233,2,has scales,has two legs,has feathers,1,both_premises,1,1
234,2,has scales,has two legs,has a beak,4,both_premises,0,1
235,2,has scales,has two legs,has six legs,1,both_premises,1,0
236,2,has scales,has two legs,has fur,1,both_premises,1,0
237,2,has scales,has two legs,has no legs,1,both_premises,1,0
238,2,has scales,has two legs,is cold-blooded,5,both_premises,0,1
239,2,has scales,has two legs,eats nuts,4,both_premises,0,1
240,2,has scales,has two legs,eats berries,4,both_premises,0,1
241,2,has two legs,lives under the ground,has four legs,1,both_premises,1,0
242,2,has two legs,lives under the ground,has feathers,4,both_premises,0,1
243,2,has two legs,lives under the ground,is green,3,both_premises,0,0
244,2,has two legs,lives under the ground,has a beak,4,both_premises,0,1
245,2,has two legs,lives under the ground,lives in the woods,4,both_premises,1,0
246,2,has two legs,lives under the ground,has six legs,1,both_premises,1,0
247,2,has two legs,lives under the ground,crawls,3,both_premises,1,1
248,2,has two legs,lives under the ground,lives in the desert,4,both_premises,1,0
249,2,has two legs,lives under the ground,has no legs,1,both_premises,1,0
250,2,has two legs,lives under the ground,climbs well,6,both_premises,0,0
251,2,has gills,has fur,lives in water,7,both_premises,1,0
252,2,has gills,has fur,has feathers,1,both_premises,1,0
253,2,has gills,has fur,lives in the sea,6,both_premises,1,0
254,2,has gills,has fur,has scales,1,both_premises,1,0
255,2,has gills,has fur,eats grass,2,both_premises,0,0
256,2,has gills,has fur,sucks blood,4,both_premises,0,0
257,2,has gills,has fur,is yellow,4,both_premises,0,0
258,2,has gills,has fur,sings,1,both_premises,0,0
259,2,has gills,has fur,has a mane,5,both_premises,1,0
260,2,has gills,has fur,is cold-blooded,4,both_premises,0,1
261,2,lives in trees,can be ridden,can fly,2,both_premises,1,0
262,2,lives in trees,can be ridden,has four legs,5,both_premises,1,0
263,2,lives in trees,can be ridden,lives in the woods,6,both_premises,1,1
264,2,lives in trees,can be ridden,is white,3,both_premises,0,0
265,2,lives in trees,can be ridden,is slow,3,both_premises,0,0
266,2,lives in trees,can be ridden,eats grass,4,both_premises,0,1
267,2,lives in trees,can be ridden,is strong,6,both_premises,1,0
268,2,lives in trees,can be ridden,has a hump,4,both_premises,0,0
269,2,lives in trees,can be ridden,climbs well,7,both_premises,1,0
270,2,lives in trees,can be ridden,sees in the dark,4,both_premises,0,0
271,2,has fur,sings,lays eggs,4,both_premises,0,1
272,2,has fur,sings,has wings,4,both_premises,0,1
273,2,has fur,sings,lives in water,4,both_premises,1,0
274,2,has fur,sings,has four legs,4,both_premises,0,1
275,2,has fur,sings,has feathers,1,both_premises,1,1
276,2,has fur,sings,lives in the sea,4,both_premises,1,0
277,2,has fur,sings,has scales,1,both_premises,1,0
278,2,has fur,sings,has a beak,4,both_premises,0,1
279,2,has fur,sings,has two legs,4,both_premises,0,1
280,2,has fur,sings,has a mane,5,both_premises,1,0
281,2,is pink,lives in the desert,lives in water,1,both_premises,1,0
282,2,is pink,lives in the desert,lives in the sea,1,both_premises,1,0
283,2,is pink,lives in the desert,eats fish,2,both_premises,1,0
284,2,is pink,lives in the desert,lives in the woods,1,both_premises,1,0
285,2,is pink,lives in the desert,stings,4,both_premises,0,0
286,2,is pink,lives in the desert,stinks,4,both_premises,0,0
287,2,is pink,lives in the desert,has a long neck,4,both_premises,0,0
288,2,is pink,lives in the desert,lives under the ground,6,both_premises,1,0
289,2,is pink,lives in the desert,sees in the dark,4,both_premises,0,0
290,2,is pink,lives in the desert,eats berries,5,both_premises,0,0
291,2,has feelers,has four legs,has scales,4,both_premises,0,0
292,2,has feelers,has four legs,has two legs,1,both_premises,1,0
293,2,has feelers,has four legs,has six legs,1,both_premises,1,0
294,2,has feelers,has four legs,is slow,4,both_premises,0,0
295,2,has feelers,has four legs,can jump far,4,both_premises,0,0
296,2,has feelers,has four legs,sucks blood,4,both_premises,0,0
297,2,has feelers,has four legs,can be ridden,4,both_premises,1,0
298,2,has feelers,has four legs,has fur,4,both_premises,0,0
299,2,has feelers,has four legs,has no legs,1,both_premises,1,0
300,2,has feelers,has four legs,is pink,4,both_premises,0,0
301,2,lays eggs,has a hump,is grey,4,both_premises,0,0
302,2,lays eggs,has a hump,is a pet,4,both_premises,0,0
303,2,lays eggs,has a hump,has two legs,4,both_premises,0,0
304,2,lays eggs,has a hump,is slow,4,both_premises,0,0
305,2,lays eggs,has a hump,eats grass,4,both_premises,0,1
306,2,lays eggs,has a hump,can be ridden,4,both_premises,0,1
307,2,lays eggs,has a hump,has fur,4,both_premises,0,1
308,2,lays eggs,has a hump,lives under the ground,4,both_premises,0,0
309,2,lays eggs,has a hump,climbs well,4,both_premises,0,0
310,2,lays eggs,has a hump,is blue,4,both_premises,0,0
311,2,can be ridden,is green,has four legs,5,both_premises,1,0
312,2,can be ridden,is green,has sharp teeth,4,both_premises,0,0
313,2,can be ridden,is green,has feelers,4,both_premises,0,0
314,2,can be ridden,is green,lives in trees,3,both_premises,0,0
315,2,can be ridden,is green,eats grass,4,both_premises,0,1
316,2,can be ridden,is green,is heavy,5,both_premises,0,0
317,2,can be ridden,is green,is yellow,1,both_premises,0,0
318,2,can be ridden,is green,lives in the desert,4,both_premises,0,0
319,2,can be ridden,is green,is strong,6,both_premises,1,0
320,2,can be ridden,is green,is cold-blooded,4,both_premises,0,0
321,2,has a beak,has sharp teeth,can fly,4,both_premises,0,1
322,2,has a beak,has sharp teeth,has wings,4,both_premises,0,1
323,2,has a beak,has sharp teeth,has feathers,4,both_premises,0,1
324,2,has a beak,has sharp teeth,has two legs,4,both_premises,0,1
325,2,has a beak,has sharp teeth,is a nocturnal animal,4,both_premises,0,0
326,2,has a beak,has sharp teeth,is a predator,6,both_premises,1,0
327,2,has a beak,has sharp teeth,sings,1,both_premises,0,0
328,2,has a beak,has sharp teeth,has no legs,4,both_premises,0,0
329,2,has a beak,has sharp teeth,lives under the ground,4,both_premises,0,0
330,2,has a beak,has sharp teeth,eats berries,3,both_premises,0,1
331,2,has sharp teeth,is red,can fly,4,both_premises,0,1
332,2,has sharp teeth,is red,has wings,4,both_premises,0,1
333,2,has sharp teeth,is red,is black,4,both_premises,0,0
